Position,Coverage
4100,26876.00
4101,26879.00
4102,26880.00
4103,26878.00
4104,26878.00
4105,26878.00
4106,26877.00
4107,26878.00
4108,26880.00
4109,26880.00
4110,26880.00
4111,26883.00
4112,26883.00
4113,26887.00
4114,26886.00
4115,26889.00
4116,26888.00
4117,26886.00
4118,26885.00
4119,26811.00
4120,26811.00
4121,26799.00
4122,26801.00
4123,26800.00
4124,26796.00
4125,26791.00
4126,26791.00
4127,26791.00
4128,26789.00
4129,26678.00
4130,26676.00
4131,26675.00
4132,26674.00
4133,26675.00
4134,26667.00
4135,26668.00
4136,26658.00
4137,26652.00
4138,26649.00
4139,26641.00
4140,26628.00
4141,26597.00
4142,26534.00
4143,26521.00
4144,26496.00
4145,26457.00
4146,26403.00
4147,26302.00
4148,23913.00
4149,23033.00
4150,23022.00
4151,23017.00
4152,23017.00
4153,23016.00
4154,23017.00
4155,23017.00
4156,23017.00
4157,23017.00
4158,23016.00
4159,23015.00
4160,23015.00
4161,23014.00
4162,23014.00
4163,23010.00
4164,23034.00
4165,23032.00
4166,23016.00
4167,23012.00
4168,23012.00
4169,22991.00
4170,22987.00
4171,22970.00
4172,22961.00
4173,22959.00
4174,22959.00
4175,22960.00
4176,22960.00
4177,22961.00
4178,22961.00
4179,22961.00
4180,22961.00
4181,22960.00
4182,22959.00
4183,22959.00
4184,22961.00
4185,22961.00
4186,22960.00
4187,22960.00
4188,22954.00
4189,22951.00
4190,22951.00
4191,22949.00
4192,22951.00
4193,22951.00
4194,22951.00
4195,22952.00
4196,22952.00
4197,22952.00
4198,22952.00
4199,22950.00
4200,22949.00
4201,22935.00
4202,22935.00
4203,22933.00
4204,22932.00
4205,22930.00
4206,22928.00
4207,22927.00
4208,22912.00
4209,22912.00
4210,22911.00
4211,22911.00
4212,22911.00
4213,22912.00
4214,22912.00
4215,22912.00
4216,22912.00
4217,22912.00
4218,22908.00
4219,22906.00
4220,22903.00
4221,22899.00
4222,22896.00
4223,22888.00
4224,22877.00
4225,22873.00
4226,22851.00
4227,22787.00
4228,22705.00
4229,22683.00
4230,22675.00
4231,22635.00
4232,22592.00
4233,22578.00
4234,22532.00
4235,20554.00
4236,20526.00
4237,20523.00
4238,20522.00
4239,20522.00
4240,20522.00
4241,20521.00
4242,20521.00
4243,20526.00
4244,20526.00
4245,20526.00
4246,20523.00
4247,20524.00
4248,20525.00
4249,20526.00
4250,20526.00
4251,20526.00
4252,20527.00
4253,20529.00
4254,20528.00
4255,20525.00
4256,20525.00
4257,20525.00
4258,20542.00
4259,20541.00
4260,20541.00
4261,20541.00
4262,20540.00
4263,20532.00
4264,20528.00
4265,20501.00
4266,20500.00
4267,20499.00
4268,20498.00
4269,20499.00
4270,20499.00
4271,20502.00
4272,20503.00
4273,20502.00
4274,20501.00
4275,20499.00
4276,20500.00
4277,20499.00
4278,20502.00
4279,20502.00
4280,20503.00
4281,20504.00
4282,20474.00
4283,20474.00
4284,20477.00
4285,20475.00
4286,20476.00
4287,20478.00
4288,20479.00
4289,20479.00
4290,20482.00
4291,20492.00
4292,20492.00
4293,20494.00
4294,20481.00
4295,20480.00
4296,20480.00
4297,20480.00
4298,20476.00
4299,20475.00
4300,20471.00
4301,20471.00
4302,20503.00
4303,20504.00
4304,20504.00
4305,20508.00
4306,20510.00
4307,20512.00
4308,20511.00
4309,20516.00
4310,20519.00
4311,20519.00
4312,20521.00
4313,20522.00
4314,20522.00
4315,20522.00
4316,20522.00
4317,20522.00
4318,20522.00
4319,20523.00
4320,20523.00
4321,20524.00
4322,20512.00
4323,20494.00
4324,20494.00
4325,20493.00
4326,20494.00
4327,20503.00
4328,20506.00
4329,20508.00
4330,20508.00
4331,20509.00
4332,20513.00
4333,20516.00
4334,20505.00
4335,20505.00
4336,20512.00
4337,20513.00
4338,20514.00
4339,20514.00
4340,20515.00
4341,20515.00
4342,20515.00
4343,20515.00
4344,20515.00
4345,20514.00
4346,20515.00
4347,20518.00
4348,20519.00
4349,24236.00
4350,24336.00
4351,24370.00
4352,24433.00
4353,24537.00
4354,24554.00
4355,24563.00
4356,24572.00
4357,24611.00
4358,24653.00
4359,24671.00
4360,24676.00
4361,24679.00
4362,24694.00
4363,24701.00
4364,24705.00
4365,24721.00
4366,24729.00
4367,24728.00
4368,24728.00
4369,24764.00
4370,24765.00
4371,24792.00
4372,24797.00
4373,24799.00
4374,24799.00
4375,24805.00
4376,24805.00
4377,24787.00
4378,24789.00
4379,24794.00
4380,24795.00
4381,24798.00
4382,24801.00
4383,24802.00
4384,24782.00
4385,24784.00
4386,24785.00
4387,24786.00
4388,24788.00
4389,24788.00
4390,24790.00
4391,24790.00
4392,24791.00
4393,24793.00
4394,24794.00
4395,24796.00
4396,24795.00
4397,24797.00
4398,24780.00
4399,24780.00
4400,24782.00
4401,24787.00
4402,24789.00
4403,24794.00
4404,24792.00
4405,24794.00
4406,24795.00
4407,24795.00
4408,24796.00
4409,24804.00
4410,24808.00
4411,24815.00
4412,24816.00
4413,24816.00
4414,24818.00
4415,24818.00
4416,24818.00
4417,24823.00
4418,24822.00
4419,24824.00
4420,24824.00
4421,24826.00
4422,24827.00
4423,24827.00
4424,24824.00
4425,24826.00
4426,24825.00
4427,24836.00
4428,24834.00
4429,24834.00
4430,24858.00
4431,24858.00
4432,24858.00
4433,24831.00
4434,24831.00
4435,24830.00
4436,24837.00
4437,24839.00
4438,24840.00
4439,24841.00
4440,24840.00
4441,24842.00
4442,24842.00
4443,24842.00
4444,24840.00
4445,24839.00
4446,24839.00
4447,24838.00
4448,24832.00
4449,24830.00
4450,24831.00
4451,24829.00
4452,24829.00
4453,24828.00
4454,24827.00
4455,24826.00
4456,24826.00
4457,24826.00
4458,24824.00
4459,24820.00
4460,24820.00
4461,24820.00
4462,24813.00
4463,24796.00
4464,24791.00
4465,24815.00
4466,24815.00
4467,24813.00
4468,24789.00
4469,24776.00
4470,24764.00
4471,24760.00
4472,24753.00
4473,24748.00
4474,24743.00
4475,24761.00
4476,24756.00
4477,24460.00
4478,24388.00
4479,24377.00
4480,24200.00
4481,22088.00
4482,20254.00
4483,20249.00
4484,20247.00
4485,20251.00
4486,20251.00
4487,20251.00
4488,20252.00
4489,20251.00
4490,20251.00
4491,20250.00
4492,20251.00
4493,20252.00
4494,20253.00
4495,20253.00
4496,20253.00
4497,20253.00
4498,20253.00
4499,20253.00
4500,20253.00
4501,20251.00
4502,20251.00
4503,20251.00
4504,20255.00
4505,20261.00
4506,20261.00
4507,20262.00
4508,20261.00
4509,20257.00
4510,20258.00
4511,20258.00
4512,20258.00
4513,20258.00
4514,20256.00
4515,20256.00
4516,20254.00
4517,20253.00
4518,20253.00
4519,20253.00
4520,20251.00
4521,20251.00
4522,20253.00
4523,20254.00
4524,20252.00
4525,20249.00
4526,20237.00
4527,20236.00
4528,20237.00
4529,20236.00
4530,20236.00
4531,20238.00
4532,20236.00
4533,20234.00
4534,20234.00
4535,20233.00
4536,20219.00
4537,20214.00
4538,20213.00
4539,20194.00
4540,20187.00
4541,20179.00
4542,20177.00
4543,20159.00
4544,20144.00
4545,19489.00
4546,19485.00
4547,19480.00
4548,19482.00
4549,19481.00
4550,19479.00
4551,19479.00
4552,19478.00
4553,19485.00
4554,19485.00
4555,19485.00
4556,19485.00
4557,19485.00
4558,19486.00
4559,19482.00
4560,19479.00
4561,19479.00
4562,19478.00
4563,19478.00
4564,19478.00
4565,19481.00
4566,19479.00
4567,19479.00
4568,19478.00
4569,19478.00
4570,19478.00
4571,19478.00
4572,19477.00
4573,19477.00
4574,19477.00
4575,19479.00
4576,19479.00
4577,19505.00
4578,19504.00
4579,19504.00
4580,19504.00
4581,19504.00
4582,19502.00
4583,19502.00
4584,19502.00
4585,19503.00
4586,19499.00
4587,19498.00
4588,19497.00
4589,19503.00
4590,19503.00
4591,19500.00
4592,19500.00
4593,19487.00
4594,19478.00
4595,19469.00
4596,19470.00
4597,19469.00
4598,19469.00
4599,19459.00
4600,19459.00
4601,19459.00
4602,19455.00
4603,19451.00
4604,19451.00
4605,19458.00
4606,19458.00
4607,19458.00
4608,19458.00
4609,19460.00
4610,19461.00
4611,19451.00
4612,19451.00
4613,19451.00
4614,19451.00
4615,19451.00
4616,19451.00
4617,19450.00
4618,19453.00
4619,19459.00
4620,19461.00
4621,19468.00
4622,19499.00
4623,27812.00
4624,28017.00
4625,28092.00
4626,28421.00
4627,28479.00
4628,28513.00
4629,28500.00
4630,28515.00
4631,28619.00
4632,28668.00
4633,28671.00
4634,28683.00
4635,28700.00
4636,28716.00
4637,28718.00
4638,28727.00
4639,28738.00
4640,28742.00
4641,28743.00
4642,28743.00
4643,28747.00
4644,28748.00
4645,28748.00
4646,28752.00
4647,28750.00
4648,28750.00
4649,28752.00
4650,28753.00
4651,28752.00
4652,28755.00
4653,28755.00
4654,28756.00
4655,28758.00
4656,28760.00
4657,28760.00
4658,28765.00
4659,28762.00
4660,28761.00
4661,28761.00
4662,28761.00
4663,28764.00
4664,28767.00
4665,28767.00
4666,28766.00
4667,28766.00
4668,28766.00
4669,28766.00
4670,28768.00
4671,28769.00
4672,28768.00
4673,28774.00
4674,28774.00
4675,28774.00
4676,28771.00
4677,28763.00
4678,28772.00
4679,28775.00
4680,28776.00
4681,28781.00
4682,28776.00
4683,28780.00
4684,28781.00
4685,28781.00
4686,28780.00
4687,28781.00
4688,28782.00
4689,28783.00
4690,28784.00
4691,28784.00
4692,28785.00
4693,28785.00
4694,28785.00
4695,28785.00
4696,28785.00
4697,28785.00
4698,28787.00
4699,28788.00
4700,28788.00
4701,28788.00
4702,28788.00
4703,28773.00
4704,28773.00
4705,28774.00
4706,28772.00
4707,28768.00
4708,28761.00
4709,28762.00
4710,28762.00
4711,28762.00
4712,28761.00
4713,28761.00
4714,28755.00
4715,28756.00
4716,28757.00
4717,28758.00
4718,28758.00
4719,28744.00
4720,28744.00
4721,28745.00
4722,28745.00
4723,28745.00
4724,28745.00
4725,28745.00
4726,28745.00
4727,28745.00
4728,28744.00
4729,28740.00
4730,28755.00
4731,28757.00
4732,28758.00
4733,28758.00
4734,28759.00
4735,28759.00
4736,28740.00
4737,28739.00
4738,28739.00
4739,28739.00
4740,28739.00
4741,28739.00
4742,28738.00
4743,28738.00
4744,28738.00
4745,28735.00
4746,28735.00
4747,28734.00
4748,28733.00
4749,28730.00
4750,28722.00
4751,28716.00
4752,28708.00
4753,28710.00
4754,28749.00
4755,28737.00
4756,28740.00
4757,28717.00
4758,28694.00
4759,28695.00
4760,28662.00
4761,28661.00
4762,28655.00
4763,28653.00
4764,28648.00
4765,28630.00
4766,28623.00
4767,28614.00
4768,28585.00
4769,28559.00
4770,28481.00
4771,24436.00
4772,24409.00
4773,24409.00
4774,24403.00
4775,24402.00
4776,24401.00
4777,24401.00
4778,24401.00
4779,24402.00
4780,24402.00
4781,24402.00
4782,24402.00
4783,24402.00
4784,24404.00
4785,24407.00
4786,24407.00
4787,24409.00
4788,24411.00
4789,24411.00
4790,24410.00
4791,24410.00
4792,24410.00
4793,24410.00
4794,24410.00
4795,24410.00
4796,24410.00
4797,24409.00
4798,24409.00
4799,24409.00
4800,24409.00
4801,24414.00
4802,24413.00
4803,24416.00
4804,24416.00
4805,24417.00
4806,24416.00
4807,24415.00
4808,24415.00
4809,24415.00
4810,24415.00
4811,24417.00
4812,24419.00
4813,24420.00
4814,24426.00
4815,25248.00
4816,25941.00
4817,25991.00
4818,26019.00
4819,26033.00
4820,26068.00
4821,26081.00
4822,26085.00
4823,26086.00
4824,26091.00
4825,26094.00
4826,26097.00
4827,26100.00
4828,26104.00
4829,26112.00
4830,26115.00
4831,26115.00
4832,26116.00
4833,26131.00
4834,26132.00
4835,26135.00
4836,26138.00
4837,26143.00
4838,26144.00
4839,26146.00
4840,26145.00
4841,26145.00
4842,26145.00
4843,26146.00
4844,26147.00
4845,26146.00
4846,26146.00
4847,26117.00
4848,26118.00
4849,26119.00
4850,26164.00
4851,26163.00
4852,26166.00
4853,26169.00
4854,26171.00
4855,26178.00
4856,26188.00
4857,26189.00
4858,26194.00
4859,26192.00
4860,26193.00
4861,26194.00
4862,26167.00
4863,26167.00
4864,26168.00
4865,26217.00
4866,26218.00
4867,26218.00
4868,26218.00
4869,26228.00
4870,26233.00
4871,26233.00
4872,26233.00
4873,26233.00
4874,26231.00
4875,26232.00
4876,26228.00
4877,26230.00
4878,26231.00
4879,26233.00
4880,26240.00
4881,26242.00
4882,26241.00
4883,26243.00
4884,26246.00
4885,26249.00
4886,26249.00
4887,26251.00
4888,26258.00
4889,27477.00
4890,27489.00
4891,27490.00
4892,27530.00
4893,27604.00
4894,27659.00
4895,27716.00
4896,27724.00
4897,27737.00
4898,27753.00
4899,27790.00
4900,27793.00
4901,27799.00
4902,27800.00
4903,27809.00
4904,27825.00
4905,27824.00
4906,27832.00
4907,27838.00
4908,27839.00
4909,27832.00
4910,27832.00
4911,27831.00
4912,27781.00
4913,27785.00
4914,27773.00
4915,27774.00
4916,27776.00
4917,27783.00
4918,27785.00
4919,27788.00
4920,27788.00
4921,27786.00
4922,27786.00
4923,27782.00
4924,27780.00
4925,27779.00
4926,27780.00
4927,27794.00
4928,27794.00
4929,27794.00
4930,27793.00
4931,27794.00
4932,27795.00
4933,27797.00
4934,27800.00
4935,27800.00
4936,27800.00
4937,27801.00
4938,27804.00
4939,27804.00
4940,27804.00
4941,27803.00
4942,27802.00
4943,27798.00
4944,27799.00
4945,27799.00
4946,27799.00
4947,27801.00
4948,27804.00
4949,27806.00
4950,27806.00
4951,27809.00
4952,27773.00
4953,27844.00
4954,27846.00
4955,27846.00
4956,27847.00
4957,27848.00
4958,27848.00
4959,27848.00
4960,27847.00
4961,27847.00
4962,27848.00
4963,27847.00
4964,27848.00
4965,27849.00
4966,27859.00
4967,27857.00
4968,27857.00
4969,27857.00
4970,27857.00
4971,27855.00
4972,27855.00
4973,27855.00
4974,27855.00
4975,27852.00
4976,27853.00
4977,27853.00
4978,27853.00
4979,27855.00
4980,27855.00
4981,27856.00
4982,27855.00
4983,27852.00
4984,27852.00
4985,27848.00
4986,27851.00
4987,27848.00
4988,27847.00
4989,27843.00
4990,27842.00
4991,27841.00
4992,27841.00
4993,27841.00
4994,27839.00
4995,27839.00
4996,27838.00
4997,27834.00
4998,27831.00
4999,27827.00
5000,27828.00
5001,27819.00
5002,27817.00
5003,27815.00
5004,27812.00
5005,27809.00
5006,27788.00
5007,27755.00
5008,27740.00
5009,27721.00
5010,27713.00
5011,27698.00
5012,27671.00
5013,27655.00
5014,27563.00
5015,27519.00
5016,27448.00
5017,27423.00
5018,27320.00
5019,27262.00
5020,27119.00
5021,27071.00
5022,18397.00
5023,18376.00
5024,18374.00
5025,18372.00
5026,18372.00
5027,18373.00
5028,18371.00
5029,18371.00
5030,18372.00
5031,18373.00
5032,18389.00
5033,18389.00
5034,18390.00
5035,18390.00
5036,18410.00
5037,18412.00
5038,18414.00
5039,18414.00
5040,18417.00
5041,18418.00
5042,18410.00
5043,18391.00
5044,18392.00
5045,18392.00
5046,18392.00
5047,18392.00
5048,18393.00
5049,18393.00
5050,18393.00
5051,18394.00
5052,18394.00
5053,18394.00
5054,18395.00
5055,18395.00
5056,18395.00
5057,18393.00
5058,18393.00
5059,18393.00
5060,18393.00
5061,18393.00
5062,18393.00
5063,18393.00
5064,18395.00
5065,18395.00
5066,18394.00
5067,18394.00
5068,18392.00
5069,18392.00
5070,18391.00
5071,18391.00
5072,18391.00
5073,18391.00
5074,18392.00
5075,18394.00
5076,18393.00
5077,18393.00
5078,18392.00
5079,18381.00
5080,18381.00
5081,18382.00
5082,18379.00
5083,18379.00
5084,18379.00
5085,18378.00
5086,18379.00
5087,18379.00
5088,18377.00
5089,18376.00
5090,18382.00
5091,18380.00
5092,18375.00
5093,18374.00
5094,18367.00
5095,18385.00
5096,18384.00
5097,18383.00
5098,18374.00
5099,18374.00
5100,18374.00
5101,18372.00
5102,18370.00
5103,18370.00
5104,18371.00
5105,18370.00
5106,18370.00
5107,18370.00
5108,18370.00
5109,18371.00
5110,18371.00
5111,18371.00
5112,18373.00
5113,18375.00
5114,18376.00
5115,18377.00
5116,18377.00
5117,18377.00
5118,18376.00
5119,18377.00
5120,18378.00
5121,18378.00
5122,18379.00
5123,18380.00
5124,18380.00
5125,18380.00
5126,18380.00
5127,18379.00
5128,18379.00
5129,18377.00
5130,18377.00
5131,18376.00
5132,18376.00
5133,18383.00
5134,18383.00
5135,18383.00
5136,18383.00
5137,18383.00
5138,18384.00
5139,18384.00
5140,18386.00
5141,18386.00
5142,18387.00
5143,18387.00
5144,18404.00
5145,18403.00
5146,18395.00
5147,18393.00
5148,18421.00
5149,18422.00
5150,18422.00
5151,18402.00
5152,18404.00
5153,18404.00
5154,18405.00
5155,18405.00
5156,18405.00
5157,18406.00
5158,18407.00
5159,18407.00
5160,18408.00
5161,18405.00
5162,18406.00
5163,18433.00
5164,18433.00
5165,18435.00
5166,18434.00
5167,18435.00
5168,18435.00
5169,18435.00
5170,18436.00
5171,18435.00
5172,18437.00
5173,18436.00
5174,18436.00
5175,18437.00
5176,18445.00
5177,20522.00
5178,24349.00
5179,24496.00
5180,24563.00
5181,24689.00
5182,24780.00
5183,24829.00
5184,24843.00
5185,24851.00
5186,24869.00
5187,25004.00
5188,25030.00
5189,25033.00
5190,25039.00
5191,25041.00
5192,25046.00
5193,25031.00
5194,25037.00
5195,25045.00
5196,25049.00
5197,25052.00
5198,25054.00
5199,25056.00
5200,25070.00
5201,35547.00
5202,35791.00
5203,35985.00
5204,36117.00
5205,36278.00
5206,36374.00
5207,36436.00
5208,36462.00
5209,36523.00
5210,36537.00
5211,36558.00
5212,36577.00
5213,36627.00
5214,36642.00
5215,36729.00
5216,36753.00
5217,36760.00
5218,36765.00
5219,36780.00
5220,36786.00
5221,36795.00
5222,36798.00
5223,36799.00
5224,36908.00
5225,36910.00
5226,36922.00
5227,36934.00
5228,37137.00
5229,37138.00
5230,37599.00
5231,37615.00
5232,37642.00
5233,37659.00
5234,37661.00
5235,37663.00
5236,37656.00
5237,37641.00
5238,37644.00
5239,37647.00
5240,37649.00
5241,37652.00
5242,37425.00
5243,37435.00
5244,37438.00
5245,37439.00
5246,37442.00
5247,37445.00
5248,37445.00
5249,37443.00
5250,37440.00
5251,37439.00
5252,37441.00
5253,37444.00
5254,37446.00
5255,37448.00
5256,37450.00
5257,37458.00
5258,37459.00
5259,37460.00
5260,37462.00
5261,37463.00
5262,37461.00
5263,37467.00
5264,37464.00
5265,37465.00
5266,37462.00
5267,37463.00
5268,37469.00
5269,37472.00
5270,37468.00
5271,37463.00
5272,37462.00
5273,37476.00
5274,38073.00
5275,38104.00
5276,38102.00
5277,38101.00
5278,38176.00
5279,38227.00
5280,38242.00
5281,38247.00
5282,38252.00
5283,38254.00
5284,38221.00
5285,38218.00
5286,37981.00
5287,37981.00
5288,37981.00
5289,37980.00
5290,37976.00
5291,37976.00
5292,37962.00
5293,37904.00
5294,37857.00
5295,37693.00
5296,37508.00
5297,37500.00
5298,37490.00
5299,37463.00
5300,37403.00
5301,37362.00
5302,37283.00
5303,37192.00
5304,37130.00
5305,35095.00
5306,35077.00
5307,35078.00
5308,35080.00
5309,35080.00
5310,35080.00
5311,35080.00
5312,35080.00
5313,35080.00
5314,35083.00
5315,35097.00
5316,35099.00
5317,35206.00
5318,35209.00
5319,35210.00
5320,35207.00
5321,35207.00
5322,35211.00
5323,35211.00
5324,35212.00
5325,35212.00
5326,35213.00
5327,35213.00
5328,35211.00
5329,35211.00
5330,35212.00
5331,35213.00
5332,35292.00
5333,35295.00
5334,35297.00
5335,35297.00
5336,35301.00
5337,35302.00
5338,35304.00
5339,35304.00
5340,35303.00
5341,35314.00
5342,35311.00
5343,35311.00
5344,35326.00
5345,35327.00
5346,35337.00
5347,35344.00
5348,35346.00
5349,35347.00
5350,35350.00
5351,35347.00
5352,35348.00
5353,35329.00
5354,35329.00
5355,35329.00
5356,35322.00
5357,35323.00
5358,35324.00
5359,35321.00
5360,35320.00
5361,35320.00
5362,35320.00
5363,35322.00
5364,35320.00
5365,35320.00
5366,35322.00
5367,35332.00
5368,35336.00
5369,35340.00
5370,35339.00
5371,35345.00
5372,35345.00
5373,35345.00
5374,35346.00
5375,35346.00
5376,35333.00
5377,35333.00
5378,35327.00
5379,35327.00
5380,35328.00
5381,35328.00
5382,35328.00
5383,35328.00
5384,35328.00
5385,35326.00
5386,35327.00
5387,35327.00
5388,35329.00
5389,35329.00
5390,35329.00
5391,35329.00
5392,35329.00
5393,35329.00
5394,35328.00
5395,35327.00
5396,35318.00
5397,35320.00
5398,35325.00
5399,35322.00
5400,35325.00
5401,35324.00
5402,35324.00
5403,35328.00
5404,35325.00
5405,35326.00
5406,35326.00
5407,35328.00
5408,35327.00
5409,35327.00
5410,35325.00
5411,35319.00
5412,35318.00
5413,35316.00
5414,35325.00
5415,35324.00
5416,35326.00
5417,35327.00
5418,35329.00
5419,35328.00
5420,35328.00
5421,35327.00
5422,35316.00
5423,35317.00
5424,35317.00
5425,35317.00
5426,35317.00
5427,35319.00
5428,35320.00
5429,35320.00
5430,35319.00
5431,35315.00
5432,35302.00
5433,35307.00
5434,35306.00
5435,35307.00
5436,35311.00
5437,35311.00
5438,35311.00
5439,35311.00
5440,35310.00
5441,35310.00
5442,35316.00
5443,35315.00
5444,35310.00
5445,35309.00
5446,35311.00
5447,35320.00
5448,35322.00
5449,35325.00
5450,35328.00
5451,40871.00
5452,41256.00
5453,41313.00
5454,41551.00
5455,41603.00
5456,41633.00
5457,41702.00
5458,41731.00
5459,41768.00
5460,41793.00
5461,41807.00
5462,41815.00
5463,41819.00
5464,41831.00
5465,41838.00
5466,41839.00
5467,41839.00
5468,41840.00
5469,41843.00
5470,41850.00
5471,41854.00
5472,41864.00
5473,41866.00
5474,41867.00
5475,41867.00
5476,41868.00
5477,41868.00
5478,41870.00
5479,41873.00
5480,41873.00
5481,41873.00
5482,41869.00
5483,41867.00
5484,41870.00
5485,41872.00
5486,41873.00
5487,41872.00
5488,41869.00
5489,41872.00
5490,41873.00
5491,41877.00
5492,41877.00
5493,41876.00
5494,41874.00
5495,41875.00
5496,41874.00
5497,41872.00
5498,41871.00
5499,41873.00
5500,41870.00
5501,41868.00
5502,41868.00
5503,41870.00
5504,41860.00
5505,41863.00
5506,41862.00
5507,41861.00
5508,41862.00
5509,41864.00
5510,41865.00
5511,41864.00
5512,41865.00
5513,41867.00
5514,41870.00
5515,41868.00
5516,41868.00
5517,41869.00
5518,41873.00
5519,41872.00
5520,41872.00
5521,41872.00
5522,41871.00
5523,41868.00
5524,41899.00
5525,41895.00
5526,41898.00
5527,41897.00
5528,41895.00
5529,41894.00
5530,41893.00
5531,41888.00
5532,41882.00
5533,41874.00
5534,41871.00
5535,41869.00
5536,41861.00
5537,41863.00
5538,41857.00
5539,41849.00
5540,41847.00
5541,41845.00
5542,41844.00
5543,41844.00
5544,41844.00
5545,41851.00
5546,41857.00
5547,43292.00
5548,43301.00
5549,43370.00
5550,43376.00
5551,43340.00
5552,43344.00
5553,43341.00
5554,43333.00
5555,43331.00
5556,43314.00
5557,43317.00
5558,43298.00
5559,43289.00
5560,43284.00
5561,43284.00
5562,43269.00
5563,43250.00
5564,43124.00
5565,43108.00
5566,43094.00
5567,43033.00
5568,42980.00
5569,42949.00
5570,42910.00
5571,42743.00
5572,42572.00
5573,36819.00
5574,36788.00
5575,36772.00
5576,36772.00
5577,36771.00
5578,36863.00
5579,36886.00
5580,36891.00
5581,36891.00
5582,36889.00
5583,36888.00
5584,36873.00
5585,36873.00
5586,36868.00
5587,36864.00
5588,36862.00
5589,36865.00
5590,36856.00
5591,36855.00
5592,36841.00
5593,36830.00
5594,36828.00
5595,36788.00
5596,36780.00
5597,36776.00
5598,36773.00
5599,36267.00
5600,36256.00
5601,36247.00
5602,36203.00
5603,36161.00
5604,36054.00
5605,36054.00
5606,36051.00
5607,36050.00
5608,36044.00
5609,36044.00
5610,36043.00
5611,36043.00
5612,36041.00
5613,36040.00
5614,36038.00
5615,36033.00
5616,36032.00
5617,36031.00
5618,36019.00
5619,36002.00
5620,35999.00
5621,35996.00
5622,35995.00
5623,35988.00
5624,35984.00
5625,35982.00
5626,35981.00
5627,35968.00
5628,35965.00
5629,35963.00
5630,35961.00
5631,35950.00
5632,35947.00
5633,35941.00
5634,35934.00
5635,35938.00
5636,35924.00
5637,35917.00
5638,35896.00
5639,35888.00
5640,35881.00
5641,35806.00
5642,35226.00
5643,35207.00
5644,35192.00
5645,35169.00
5646,35151.00
5647,35028.00
5648,34928.00
5649,34853.00
5650,34754.00
5651,34669.00
5652,34615.00
5653,34452.00
5654,34290.00
5655,28651.00
5656,23266.00
5657,23088.00
5658,23076.00
5659,23056.00
5660,23065.00
5661,23065.00
5662,23062.00
5663,23064.00
5664,23064.00
5665,23061.00
5666,23061.00
5667,23059.00
5668,23057.00
5669,23054.00
5670,23053.00
5671,23052.00
5672,23052.00
5673,23052.00
5674,23051.00
5675,23050.00
5676,23050.00
5677,23050.00
5678,23052.00
5679,23045.00
5680,23044.00
5681,23044.00
5682,23046.00
5683,23046.00
5684,23045.00
5685,23045.00
5686,23045.00
5687,23058.00
5688,23082.00
5689,26548.00
5690,26599.00
5691,26611.00
5692,26675.00
5693,26739.00
5694,26740.00
5695,26747.00
5696,26754.00
5697,26785.00
5698,26792.00
5699,26795.00
5700,26801.00
5701,26801.00
5702,26802.00
5703,26802.00
5704,26803.00
5705,26802.00
5706,26803.00
5707,26808.00
5708,26885.00
5709,26892.00
5710,26917.00
5711,26922.00
5712,26922.00
5713,26938.00
5714,27003.00
5715,27014.00
5716,27016.00
5717,27017.00
5718,27020.00
5719,27062.00
5720,27065.00
5721,27068.00
5722,27068.00
5723,27069.00
5724,27069.00
5725,27070.00
5726,27072.00
5727,27080.00
5728,27082.00
5729,27084.00
5730,27085.00
5731,27087.00
5732,27084.00
5733,27084.00
5734,27085.00
5735,27083.00
5736,27083.00
5737,27083.00
5738,27077.00
5739,27085.00
5740,27084.00
5741,27087.00
5742,27089.00
5743,27088.00
5744,27089.00
5745,27096.00
5746,27097.00
5747,27097.00
5748,27097.00
5749,27097.00
5750,27100.00
5751,27100.00
5752,27100.00
5753,27099.00
5754,27098.00
5755,27097.00
5756,27097.00
5757,27097.00
5758,27097.00
5759,27098.00
5760,27098.00
5761,27098.00
5762,27107.00
5763,27107.00
5764,27107.00
5765,27107.00
5766,27106.00
5767,27155.00
5768,27155.00
5769,27156.00
5770,27157.00
5771,27163.00
5772,27197.00
5773,27205.00
5774,27205.00
5775,27205.00
5776,27206.00
5777,27207.00
5778,27208.00
5779,27208.00
5780,27207.00
5781,27212.00
5782,27213.00
5783,27211.00
5784,27209.00
5785,27206.00
5786,27205.00
5787,27202.00
5788,27194.00
5789,27046.00
5790,26993.00
5791,26994.00
5792,26992.00
5793,26988.00
5794,26987.00
5795,26989.00
5796,26982.00
5797,26973.00
5798,26959.00
5799,26952.00
5800,26957.00
5801,26951.00
5802,26947.00
5803,26924.00
5804,26905.00
5805,26888.00
5806,26839.00
5807,26790.00
5808,26766.00
5809,26707.00
5810,26676.00
5811,25185.00
5812,22209.00
5813,20751.00
5814,20741.00
5815,20743.00
5816,20743.00
5817,20744.00
5818,20744.00
5819,20742.00
5820,20741.00
5821,20741.00
5822,20741.00
5823,20761.00
5824,20761.00
5825,20762.00
5826,20759.00
5827,20760.00
5828,20758.00
5829,20758.00
5830,20782.00
5831,20782.00
5832,20783.00
5833,20783.00
5834,20784.00
5835,20783.00
5836,20768.00
5837,20768.00
5838,20777.00
5839,20785.00
5840,20786.00
5841,20786.00
5842,20786.00
5843,20789.00
5844,20790.00
5845,20790.00
5846,20790.00
5847,20790.00
5848,20790.00
